,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,screen_name,source,urls,user,user_mentions
30,Mon Nov 11 20:15:00 +0000 2019,3872,"I understand the sleepless nights, wondering if your deployed child is safe, and all the added sacrifices military families face because their loved one chose selfless service.

As president, I'll take care of our troops and their families. https://t.co/iNuNHlPsg1",[],1193985496533196805,1193985496533196805,en,,,,,798,JoeBiden,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'http://joebiden.com/militaryfamilies', 'url': 'https://t.co/iNuNHlPsg1'}]","{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
31,Mon Nov 11 19:29:00 +0000 2019,2358,Less than 1% of our population risks everything to protect our country — the other 99% of us owe them more than we could ever repay. #VeteransDay https://t.co/ChF786cRlO,[{'text': 'VeteransDay'}],1193973920325615619,1193973920325615619,en,"[{'display_url': 'pic.twitter.com/ChF786cRlO', 'expanded_url': 'https://twitter.com/JoeBiden/status/1193973920325615619/video/1', 'id': 1193969852224028672, 'media_url': 'http://pbs.twimg.com/media/EJHWNH1X0AAojlD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJHWNH1X0AAojlD.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/ChF786cRlO', 'video_info': {'aspect_ratio': [1, 1], 'duration_millis': 49424, 'variants': [{'bitrate': 432000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1193969852224028672/vid/320x320/koUslWiX5rlBg8ll.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1193969852224028672/vid/480x480/h05SBsPh1TUHHDVU.mp4?tag=13'}, {'bitrate': 1280000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1193969852224028672/vid/720x720/5fHN_h2E2i6uloDE.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1193969852224028672/pl/1AeQ4VcJfV9cugo2.m3u8?tag=13'}]}}]",,,,562,JoeBiden,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
32,Mon Nov 11 17:40:00 +0000 2019,2827,"Today, I’m releasing my plan to ensure our veterans receive what they deserve: our respect and enduring gratitude, and the benefits they have earned.  

Read my full plan: https://t.co/TCUYaKtz8l",[],1193946489854124032,1193946489854124032,en,,,,,671,JoeBiden,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'http://JoeBiden.com/Veterans', 'url': 'https://t.co/TCUYaKtz8l'}]","{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
33,Mon Nov 11 16:20:00 +0000 2019,3289,"The most sacred obligation of our government is to do right by the men and women who defend our nation at war. Veterans Day offers us a moment to reflect on that obligation, and to recommit ourselves to all that it truly means. https://t.co/X0YAR8r3Xj",[],1193926357346082817,1193926357346082817,en,,,,,722,JoeBiden,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://medium.com/@JoeBiden/statement-from-dr-jill-biden-and-vice-president-joe-biden-on-veterans-day-c3b4062744b4', 'url': 'https://t.co/X0YAR8r3Xj'}]","{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
34,Mon Nov 11 01:20:00 +0000 2019,37493,"Together we can, and will, make Donald Trump a one-term president.",[],1193699864577626113,1193699864577626113,en,,,,,4126,JoeBiden,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
35,Mon Nov 11 00:07:00 +0000 2019,48556,We don’t say it enough — Barack Obama was a great president. And I’m proud to have worked alongside him. https://t.co/5pIZxkNxyj,[],1193681493421248512,1193681493421248512,en,"[{'display_url': 'pic.twitter.com/5pIZxkNxyj', 'expanded_url': 'https://twitter.com/JoeBiden/status/1193681493421248512/video/1', 'id': 1172176325702017024, 'media_url': 'http://pbs.twimg.com/media/EERocnLW4AAjkD1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EERocnLW4AAjkD1.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/5pIZxkNxyj', 'video_info': {'aspect_ratio': [1, 1], 'duration_millis': 60093, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172176325702017024/vid/480x480/hiQWXeGRpfQhyHxZ.mp4?tag=13'}, {'bitrate': 432000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172176325702017024/vid/320x320/9CPSGVJT8n3Vmt8L.mp4?tag=13'}, {'bitrate': 1280000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172176325702017024/vid/720x720/lDCySvmIx5vmIehH.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1172176325702017024/pl/41DRsggbYPEFgrSn.m3u8?tag=13'}]}}]",,,,6931,JoeBiden,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
36,Sun Nov 10 22:37:00 +0000 2019,917,"HBCUs and MSIs play a vital role in our communities. As president, I’ll invest $70 billion in these institutions to improve affordability, build high tech labs and facilities, and support student success.

Read my full plan: https://t.co/MxizpNiekL",[],1193658844229988355,1193658844229988355,en,,,,,285,JoeBiden,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'http://joebiden.com/beyondhs', 'url': 'https://t.co/MxizpNiekL'}]","{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
37,Sun Nov 10 21:21:00 +0000 2019,4430,"I’m running for president to restore the soul of this nation, rebuild its backbone — the middle class, and unify all Americans.

If you’re with me, join us: https://t.co/qN0D1vhO9N",[],1193639718069530624,1193639718069530624,en,,,,,794,JoeBiden,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'http://joebiden.com/join', 'url': 'https://t.co/qN0D1vhO9N'}]","{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
38,Sun Nov 10 20:09:00 +0000 2019,11502,"The ACA was, and is, a big deal. It took generations of presidents trying to expand health care access, and President Obama and I got it done. 

I’ll fight tooth and nail against anyone who tries to tear it down—Republican or Democrat.",[],1193621598898548736,1193621598898548736,en,,,,,2016,JoeBiden,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
39,Sun Nov 10 17:19:00 +0000 2019,2197,"There is no denying the devastating effects climate change has on our planet — we need to take action. 

As president, I’ll lead the world in addressing the climate emergency. Read my plan at https://t.co/FbsOsyQkIo.
https://t.co/hHMvdBHLY3",[],1193578817127899138,1193578817127899138,en,,,,,431,JoeBiden,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'http://JoeBiden.com/Climate', 'url': 'https://t.co/FbsOsyQkIo'}, {'expanded_url': 'https://www.businessinsider.com/photos-from-space-show-climate-change-2019-10', 'url': 'https://t.co/hHMvdBHLY3'}]","{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
40,Sun Nov 10 01:44:40 +0000 2019,2927,"Thirty years ago today, the people of Berlin tore down a wall and vanquished a dictatorship. We must not forget the lessons of 1989. The United States must reclaim its mantle as the champion of democracy. The stakes are simply too high. https://t.co/3LkGwfzp6U",[],1193343686022770689,1193343686022770689,en,,,,,598,JoeBiden,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'expanded_url': 'https://joe.link/2qH3Sgc', 'url': 'https://t.co/3LkGwfzp6U'}]","{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
41,Sun Nov 10 00:47:00 +0000 2019,1798,"Because a union fought for their private health insurance plan, Marcy and her husband were able to retire with dignity and respect. That’s why my plan to protect and build on Obamacare will give folks the option to choose what’s best for them. https://t.co/jtOPJDnE30",[],1193329171792977920,1193329171792977920,en,"[{'display_url': 'pic.twitter.com/jtOPJDnE30', 'expanded_url': 'https://twitter.com/JoeBiden/status/1193329171792977920/video/1', 'id': 1154752931062845440, 'media_url': 'http://pbs.twimg.com/media/EAaCMffXkAE3mLm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EAaCMffXkAE3mLm.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/jtOPJDnE30', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 92509, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1154752931062845440/pl/-GmxZs_kqGbmf6Gj.m3u8?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1154752931062845440/vid/640x360/ddWP8Lktk-V76Svr.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1154752931062845440/vid/1280x720/U8nfCNhXLOz20bxc.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1154752931062845440/vid/480x270/7Y0BXIBY-K14Y6fp.mp4?tag=13'}]}}]",,,,403,JoeBiden,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
42,Sat Nov 09 23:17:00 +0000 2019,2936,"My plan to build on Obamacare will expand health care coverage and lower costs — without raising taxes on the middle class.

Proponents of Medicare for All can't say the same. Read my full plan: https://t.co/ysfLJK0u9o",[],1193306522647838720,1193306522647838720,en,,,,,692,JoeBiden,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'http://joebiden.com/healthcare', 'url': 'https://t.co/ysfLJK0u9o'}]","{'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'description': 'Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak', 'favourites_count': 17, 'followers_count': 3944231, 'friends_count': 22, 'id': 939091, 'id_str': '939091', 'listed_count': 14835, 'location': 'Wilmington, DE', 'name': 'Joe Biden', 'profile_background_color': '565959', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1569000846', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1175087314458034177/TgjtVgfG_normal.png', 'profile_link_color': '233F94', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EBEBFF', 'profile_text_color': '323232', 'profile_use_background_image': True, 'screen_name': 'JoeBiden', 'statuses_count': 3129, 'url': 'https://t.co/UClrPuJpyZ', 'verified': True}",[]
